Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
04/25/2021,274,11,50,40,70,71,28,36,21,8,0,0,141,131,2,55,12,107,46,15,39,0,0,0,2,3,3,3,0,0,4,7,0,3,0,7,1,0,0,3,6,11,4,10,9,5,2,0,32,18,0,11,1,23,8,3,4
05/26/2021,170,5,31,31,45,23,23,24,9,9,6,0,97,73,0,42,2,66,23,8,29,0,0,0,0,0,4,1,0,0,1,4,0,0,0,3,2,0,0,0,6,1,7,8,2,3,4,0,16,15,0,2,0,21,6,1,1
10/18/2020,347,1,51,30,84,90,58,43,21,16,5,0,171,174,2,73,9,56,119,14,76,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,4,7,8,9,11,5,0,23,28,0,19,0,12,14,4,2
10/12/2020,681,4,44,69,179,119,123,91,59,31,10,0,321,355,5,205,24,90,168,43,151,0,0,0,1,1,0,2,0,0,2,2,0,3,0,1,0,0,0,0,5,3,7,9,7,9,4,0,19,25,0,11,2,15,10,0,6
11/07/2020,1571,13,120,181,396,337,265,187,112,54,39,0,826,745,0,577,35,188,330,68,373,0,0,1,1,1,1,3,6,0,9,4,0,2,0,4,7,0,0,2,7,9,17,23,27,9,25,1,62,58,0,38,7,42,23,7,3
03/01/2020,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0
09/16/2020,366,4,33,47,120,78,49,34,25,10,3,0,203,163,0,169,6,54,90,4,43,0,0,0,0,0,2,1,1,0,3,1,0,1,0,1,2,0,0,1,4,2,3,0,13,6,4,0,23,10,0,11,0,9,9,1,3
07/26/2020,97,6,17,7,24,25,11,16,8,4,2,0,49,48,0,28,3,19,27,4,16,0,0,0,0,1,1,1,3,0,3,3,0,1,0,3,2,0,0,0,1,2,1,5,5,1,2,0,9,8,0,4,0,8,3,1,1
08/29/2020,234,4,27,24,73,37,41,25,22,12,0,0,128,106,0,102,6,27,59,7,33,0,0,0,0,1,1,1,1,0,2,2,0,1,1,0,2,0,0,2,3,4,2,4,5,7,0,0,12,15,0,11,0,9,5,0,2
07/20/2020,392,5,23,53,93,90,55,47,36,14,4,0,197,190,5,162,9,88,69,18,46,0,0,1,1,0,2,1,0,0,2,3,0,3,0,1,1,0,0,1,2,3,2,3,6,5,1,0,16,7,0,8,0,14,0,0,1
05/07/2020,938,49,144,58,179,194,171,147,116,40,33,0,481,447,10,439,11,127,90,45,226,0,0,2,2,8,14,10,13,0,20,29,0,16,3,19,9,1,1,3,4,18,20,20,36,25,18,0,58,86,0,66,3,41,22,8,4
10/16/2020,954,3,55,113,243,182,159,134,73,35,15,0,496,452,6,351,20,168,228,34,153,0,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,0,0,1,6,7,3,10,12,12,4,0,35,20,0,15,1,14,10,3,12
06/08/2021,61,2,,20,14,10,5,5,5,1,1,0,35,25,1,16,2,27,4,4,8,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,
08/14/2020,347,3,26,54,86,64,59,40,26,10,8,0,178,163,6,135,5,68,80,14,45,0,0,0,0,0,1,1,1,0,1,2,0,1,0,2,0,0,0,1,1,2,3,4,6,5,4,0,15,11,0,6,0,16,4,0,0
04/13/2021,671,4,52,80,197,141,110,88,30,13,12,0,364,301,6,150,16,210,134,32,129,0,0,0,0,1,0,1,2,0,0,4,0,0,0,3,1,0,0,0,7,8,5,14,7,6,5,0,28,24,0,5,3,36,6,2,0
07/08/2020,309,4,28,37,100,68,38,33,20,11,2,0,157,151,1,88,9,72,55,10,75,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,2,6,3,0,2,6,5,4,0,14,14,0,10,1,8,6,1,2
01/11/2021,1355,15,90,187,335,267,212,171,104,47,32,0,692,657,6,441,47,214,276,61,316,0,0,0,0,0,2,4,9,0,6,9,0,4,2,4,5,0,0,2,3,6,8,16,24,13,18,0,39,51,0,17,5,45,14,4,5
05/16/2020,515,28,103,35,107,87,93,77,59,35,22,0,278,231,6,203,11,97,51,15,138,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,12,4,13,20,19,16,17,0,51,51,1,37,4,32,15,2,13
11/21/2020,1264,18,105,160,294,248,194,161,115,60,32,0,641,622,1,383,46,178,279,69,309,0,0,0,0,3,4,4,7,0,8,10,0,6,2,7,3,0,0,3,11,13,16,9,17,18,18,0,46,59,0,31,3,36,24,5,6
01/13/2021,1110,17,69,146,275,225,146,142,95,48,33,0,549,550,11,317,45,218,239,58,233,0,0,0,0,0,7,2,8,0,7,10,0,5,2,8,2,0,0,2,5,4,10,10,12,15,11,0,33,36,0,16,2,30,13,4,4
02/10/2021,366,11,55,51,101,69,42,44,28,18,13,0,172,194,0,74,12,79,95,23,83,0,0,0,1,1,2,2,5,0,5,6,0,3,1,4,3,0,0,1,6,9,6,9,10,5,9,0,24,31,0,19,2,20,12,1,1
04/29/2021,530,7,46,111,117,109,71,63,34,13,12,0,265,264,1,128,12,179,85,17,109,0,0,1,0,1,1,1,3,0,5,2,0,2,0,2,2,1,0,2,4,3,6,10,9,8,4,0,24,22,0,10,1,30,2,2,1
04/03/2021,462,9,47,60,128,111,68,50,27,12,6,0,232,229,1,100,19,101,138,26,78,0,0,0,1,2,1,2,3,0,3,6,0,4,1,3,1,0,0,1,3,5,8,6,7,12,5,0,20,27,0,8,0,21,15,2,1
05/13/2020,876,45,126,56,189,165,163,135,96,40,32,0,449,421,6,425,15,125,70,27,214,0,0,2,3,4,13,10,13,0,17,28,0,18,5,15,6,1,0,2,6,8,17,24,34,22,13,0,64,62,0,46,2,54,11,4,9
12/21/2020,1467,26,101,173,299,271,273,193,115,84,59,0,735,723,9,444,59,229,288,75,372,0,0,0,1,2,5,8,10,0,14,12,0,9,1,10,6,0,0,1,5,9,13,20,13,19,21,0,47,54,0,21,4,42,21,5,8
05/14/2020,775,45,131,49,166,151,132,109,95,43,30,0,396,367,12,328,13,162,74,33,165,1,0,4,1,5,5,7,22,0,22,23,0,13,4,21,6,1,0,2,8,9,15,18,39,26,14,0,56,75,0,47,3,49,18,10,4
05/15/2020,970,48,109,80,186,201,166,136,101,64,36,0,537,424,9,449,10,157,84,36,234,0,0,2,1,7,14,12,12,0,15,33,0,18,0,13,15,2,0,0,14,10,17,13,17,19,19,0,60,49,0,37,2,45,20,1,4
05/01/2020,1168,39,141,59,222,221,204,193,133,68,68,0,615,523,30,537,26,195,110,46,254,0,1,0,1,4,12,8,13,0,14,25,0,12,1,15,10,0,1,0,14,13,16,22,24,32,20,0,75,66,0,48,3,61,23,4,2
04/30/2021,544,7,50,125,113,101,65,61,49,20,10,0,308,235,1,104,14,214,73,14,125,0,0,0,1,0,2,1,3,0,3,4,0,2,0,2,3,0,0,1,5,4,5,9,8,11,7,0,26,24,0,5,1,30,12,1,1
05/03/2021,554,5,61,88,112,126,74,85,44,20,5,0,315,239,0,128,17,202,76,20,111,0,0,0,0,0,2,1,2,0,1,4,0,1,0,1,3,0,0,2,3,7,10,15,14,6,4,0,25,36,0,9,0,38,6,4,4
08/27/2020,383,2,27,40,132,75,59,32,24,12,8,1,208,173,2,181,6,61,79,20,36,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,4,3,7,2,4,5,2,0,19,8,0,10,0,7,5,3,2
09/29/2020,382,6,31,47,106,72,65,45,26,17,4,0,195,185,2,162,15,43,82,15,65,0,0,1,0,0,3,1,1,0,2,4,0,3,0,2,1,0,0,1,3,6,2,6,5,4,4,0,17,14,0,14,2,8,5,1,1
12/02/2020,2050,35,115,215,513,409,304,300,183,76,50,0,1071,973,6,708,68,293,363,81,537,0,1,0,1,6,5,7,15,0,19,16,0,14,3,12,4,2,0,1,8,9,18,10,20,22,27,0,59,56,0,27,1,44,32,5,6
08/16/2020,120,3,20,10,40,28,9,15,10,6,1,1,56,62,2,27,5,17,42,10,19,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,2,0,0,0,6,0,1,3,5,2,3,0,13,6,1,11,1,6,1,1,0
10/20/2020,1195,5,59,159,308,231,198,141,88,48,22,0,605,589,1,474,35,138,275,39,234,0,0,0,0,2,1,1,1,0,2,3,0,1,0,2,2,0,0,1,5,5,4,8,14,14,8,0,31,28,0,17,1,18,19,2,2
04/12/2021,866,5,64,139,204,186,143,95,60,30,9,0,425,439,2,213,15,275,160,31,172,0,0,0,0,3,1,0,1,0,0,5,0,2,0,2,1,0,0,4,5,5,6,13,7,16,8,0,28,36,0,13,0,33,13,3,2
05/17/2021,349,6,47,59,85,74,44,39,33,8,7,0,198,151,0,62,9,141,43,15,79,0,0,0,0,0,1,3,2,0,2,4,0,3,0,3,0,0,0,2,6,5,7,10,7,5,5,0,18,29,0,7,0,34,2,0,4
08/26/2020,388,3,37,48,126,82,44,44,23,12,9,0,196,191,1,191,5,41,92,19,40,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,2,4,4,4,9,5,5,4,0,22,15,0,16,1,8,5,5,2
05/23/2020,327,30,90,31,63,58,54,54,35,18,14,0,176,150,1,124,8,71,33,13,78,0,1,1,1,2,4,9,12,0,16,14,0,10,0,9,11,0,0,3,8,7,14,11,22,9,16,0,37,53,0,33,3,37,7,3,7
03/19/2020,183,2,38,5,34,47,35,25,18,17,2,0,86,97,0,20,10,79,63,7,4,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,7,9,6,11,2,0,17,21,0,4,1,24,8,1,0
06/02/2021,100,6,15,19,26,16,6,19,8,5,1,0,59,41,0,13,5,33,20,5,24,0,0,0,0,2,3,1,0,0,5,1,0,2,0,3,1,0,0,0,2,4,2,3,1,2,1,0,11,4,0,1,1,10,2,1,0
01/02/2021,1113,21,66,126,277,209,192,146,86,51,26,0,590,521,2,411,30,135,261,65,211,0,1,0,1,1,3,6,9,0,4,17,0,7,3,5,6,0,0,1,7,6,6,9,16,12,9,0,31,35,0,17,4,24,15,4,2
01/18/2021,714,14,76,85,144,163,107,79,82,32,22,0,390,320,4,188,32,131,148,38,177,0,0,0,1,2,6,2,3,0,3,11,0,5,0,6,3,0,0,2,7,7,5,8,23,11,13,0,35,41,0,18,2,32,16,4,4
09/25/2020,380,3,39,44,102,78,66,46,26,12,6,0,202,176,2,169,11,51,58,12,79,0,0,0,1,1,0,0,1,0,1,2,0,1,0,2,0,0,0,2,7,7,10,2,7,3,1,0,21,18,0,15,0,11,7,2,4
07/16/2020,297,2,28,27,88,67,43,31,22,10,9,0,156,140,1,93,3,80,57,11,53,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,8,2,5,4,3,4,2,0,14,14,0,8,1,13,4,1,1
12/15/2020,1618,19,97,215,365,270,260,241,157,66,44,0,818,787,13,611,37,240,253,90,387,0,0,0,3,3,6,5,2,0,6,13,0,9,1,4,5,0,0,1,6,7,11,13,32,14,13,0,43,54,0,28,5,37,15,4,8
04/05/2021,934,6,54,175,232,206,151,96,46,20,8,0,496,435,3,217,29,247,198,56,187,0,0,0,0,2,2,0,2,0,3,3,0,1,0,4,1,0,0,2,4,6,5,15,7,11,4,0,27,27,0,12,1,34,3,2,2
06/22/2020,218,9,30,23,60,34,38,26,19,15,3,0,113,104,1,100,3,43,28,5,39,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,5,4,5,4,4,3,0,14,16,0,15,0,12,3,0,0
08/15/2020,220,5,23,18,64,41,29,34,21,11,2,0,104,114,2,76,6,52,60,6,20,0,0,0,1,0,0,2,2,0,3,2,0,0,0,3,2,0,0,1,4,2,0,6,3,5,2,0,12,11,0,7,0,10,5,1,0
05/25/2021,129,3,24,15,29,24,21,18,14,6,2,0,80,49,0,26,4,58,20,5,16,0,0,0,0,1,1,0,1,0,1,2,0,0,0,2,1,0,0,0,3,3,3,6,3,2,4,0,12,12,0,0,1,18,4,0,1
01/31/2021,160,16,44,12,33,31,31,22,17,8,6,0,72,88,0,36,11,32,40,11,30,0,0,0,0,3,6,4,3,0,6,10,0,11,0,4,1,0,0,0,7,4,9,8,7,3,6,0,21,22,1,11,0,19,6,4,4
06/29/2020,280,7,31,22,89,56,36,40,17,9,11,0,137,140,3,103,3,63,52,9,50,0,0,0,0,0,2,2,3,0,4,3,0,3,0,2,2,0,0,1,4,3,4,5,7,1,6,0,12,19,0,14,0,11,5,0,1
03/22/2021,537,1,31,58,160,111,80,78,33,13,4,0,267,269,1,122,24,118,153,26,94,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,6,5,4,6,2,3,0,15,16,0,6,1,15,8,1,0
05/30/2021,51,5,10,7,14,11,6,6,7,0,0,0,23,28,0,17,0,17,7,2,8,0,0,0,0,1,0,2,2,0,2,3,0,1,0,3,1,0,0,1,0,0,3,1,4,0,1,0,7,3,0,2,0,6,2,0,0
11/14/2020,1399,16,112,168,320,278,239,172,126,75,21,0,713,685,1,349,43,191,347,76,393,0,0,0,2,1,5,6,2,0,7,9,0,6,0,7,3,0,0,3,5,6,14,20,21,30,13,0,51,61,0,33,2,40,23,7,7
06/25/2020,248,11,23,22,69,65,36,21,20,11,4,0,123,125,0,85,4,59,43,8,49,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,3,1,4,4,4,6,1,0,13,10,0,6,0,13,2,1,1
09/19/2020,170,2,22,11,49,41,23,24,16,2,4,0,89,79,2,64,3,20,40,11,32,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,2,1,1,1,4,6,3,4,0,13,8,1,9,0,8,3,2,0
03/14/2020,31,0,11,0,9,2,7,6,3,3,1,0,18,13,0,2,2,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,8,3,0,3,0,5,3,0,0
08/13/2020,391,4,26,39,118,79,72,40,24,11,8,0,211,177,3,181,8,72,90,12,28,0,0,0,0,1,0,3,0,0,1,3,0,2,0,1,1,0,0,0,5,2,5,0,7,5,2,0,17,9,0,8,0,12,3,3,0
05/10/2021,397,6,44,104,65,71,67,49,29,7,5,0,215,181,1,77,16,173,58,13,60,1,0,0,1,0,0,2,2,0,4,2,0,0,0,5,1,0,0,0,3,5,9,11,8,5,3,0,24,20,0,5,0,29,7,2,1
12/18/2020,1300,19,90,168,291,250,205,167,120,57,40,2,668,619,13,425,57,227,230,69,292,0,0,0,0,3,2,5,9,0,9,10,0,11,0,4,4,0,0,2,3,11,9,8,27,16,14,0,44,46,0,20,8,37,18,4,3
04/10/2021,550,7,51,85,149,109,91,65,28,15,8,0,278,271,1,131,25,146,123,27,98,0,0,0,0,0,4,1,2,0,4,3,0,3,0,3,1,0,0,1,5,4,10,10,6,8,7,0,21,30,0,10,1,34,4,0,2
10/31/2020,1069,10,87,136,273,223,169,130,86,39,12,1,544,524,1,333,34,139,233,61,269,0,0,1,0,2,1,5,1,0,2,8,0,4,1,2,3,0,0,2,7,5,15,14,22,14,7,1,42,45,0,23,3,36,16,4,5
06/19/2020,219,15,38,28,69,38,29,24,16,9,6,0,112,104,3,90,2,50,27,11,39,0,0,0,1,3,3,2,6,0,7,8,0,3,1,5,6,0,0,3,4,2,6,7,8,4,4,0,19,19,0,12,0,20,5,1,0
02/01/2021,608,9,53,79,151,114,94,89,43,22,16,0,319,287,2,202,17,97,150,27,115,0,0,0,0,1,5,0,3,0,7,2,0,3,0,4,2,0,0,1,4,7,3,8,11,10,9,0,29,24,0,14,1,18,12,2,6
09/01/2020,331,3,20,34,97,70,39,45,32,8,6,0,178,153,0,131,4,56,80,6,54,0,0,0,0,0,2,1,0,0,2,1,0,2,0,0,1,0,0,0,2,3,7,2,2,2,2,0,11,9,0,7,0,9,2,1,1
05/08/2020,924,44,97,52,169,191,196,154,84,44,34,0,442,465,17,441,17,138,77,42,209,0,0,0,1,4,13,12,14,0,21,23,0,15,0,15,14,0,0,0,8,8,9,19,18,13,22,0,48,49,0,38,3,36,12,5,3
09/24/2020,409,5,25,52,122,87,61,44,28,9,6,0,200,206,3,175,6,39,116,7,66,0,0,0,1,1,1,1,1,0,2,3,0,4,0,1,0,0,0,0,0,2,4,5,6,6,2,0,11,14,0,7,0,7,7,2,2
09/11/2020,343,5,20,51,94,83,40,37,21,14,3,0,171,171,1,151,6,40,85,14,47,0,0,1,0,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,2,3,1,5,5,1,3,0,9,11,0,12,1,3,4,0,0
05/05/2020,1090,57,154,53,206,206,218,206,125,49,27,0,549,502,39,492,17,162,96,49,274,0,1,1,1,0,10,17,27,0,26,31,0,17,5,21,13,0,1,1,12,13,18,37,34,22,17,0,73,80,1,56,7,56,23,12,0
05/10/2020,307,38,100,17,60,52,64,42,41,14,17,0,138,168,1,121,7,65,37,14,63,0,0,1,3,2,11,8,13,0,14,24,0,16,1,14,6,1,0,2,7,7,18,9,31,15,11,0,37,62,1,43,4,33,12,6,2
05/27/2021,123,4,20,19,32,23,15,10,15,6,3,0,65,58,0,34,0,50,16,3,20,0,0,0,0,0,2,1,1,0,3,1,0,0,0,3,1,0,0,0,0,4,3,3,5,2,3,0,12,8,0,5,0,11,2,2,0
09/23/2020,391,6,32,49,118,89,59,38,27,6,5,0,189,194,8,154,6,45,95,22,69,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,8,4,7,4,2,2,0,22,9,1,13,0,7,9,2,1
04/29/2020,1151,42,162,54,208,231,219,201,117,62,59,0,536,589,26,517,17,172,116,47,282,0,1,1,4,4,5,8,19,0,20,22,0,16,3,13,10,0,0,0,12,11,23,26,34,22,34,0,82,80,0,58,4,49,37,9,5
03/30/2021,723,3,41,93,247,142,89,77,58,12,5,0,368,350,5,139,36,145,221,36,146,0,0,1,0,0,0,1,1,0,0,3,0,1,1,0,1,0,0,0,2,3,10,8,10,5,3,0,22,19,0,11,2,21,5,0,2
06/26/2020,219,13,31,18,61,49,29,25,17,11,9,0,121,97,1,69,5,42,42,4,57,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,9,5,5,0,11,19,1,5,2,16,4,2,2
01/12/2021,1088,12,72,139,288,189,150,133,104,50,35,0,567,516,5,336,42,201,228,51,230,0,0,0,0,4,3,4,1,0,4,8,0,4,1,5,2,0,0,1,15,10,3,6,13,14,10,0,34,38,0,21,0,34,10,4,3
03/04/2020,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,2,1,0,0
05/03/2020,468,45,137,10,97,78,76,81,68,31,27,0,211,248,9,198,8,116,41,22,83,0,0,0,2,4,13,13,13,0,20,25,0,20,0,16,9,0,0,2,10,17,17,27,22,21,21,0,61,76,0,58,1,42,19,13,4
10/25/2020,526,10,55,66,139,125,63,66,39,18,10,0,281,244,1,125,13,83,174,31,100,0,0,0,2,0,4,3,1,0,4,6,0,3,0,5,2,0,0,2,6,6,8,10,12,5,6,0,30,25,0,13,0,24,11,5,2
12/31/2020,973,22,75,89,250,200,142,120,79,56,37,0,491,476,6,219,29,110,295,57,263,0,0,0,0,2,3,11,6,0,10,12,0,9,0,8,5,0,0,2,3,6,5,14,17,13,15,0,36,39,0,15,2,35,19,4,0
11/10/2020,3347,14,150,396,818,687,545,437,284,126,54,0,1715,1623,9,1216,85,456,648,142,800,0,0,0,1,0,1,7,5,0,10,4,0,3,0,8,3,0,0,0,4,15,16,27,36,31,21,0,65,85,0,43,3,55,29,11,9
11/12/2020,2921,18,117,330,741,569,494,381,255,112,39,0,1496,1419,6,973,53,402,590,149,754,0,0,0,0,2,6,3,7,0,11,7,0,4,1,6,7,0,0,4,7,7,12,19,33,22,13,0,68,49,0,26,2,43,27,9,10
02/19/2021,320,7,30,47,83,63,41,43,13,16,14,0,164,154,2,80,11,52,73,24,80,0,0,0,1,0,1,3,2,0,2,5,0,1,0,5,1,0,0,0,3,5,2,3,4,3,10,0,14,16,0,7,2,14,4,0,3
05/21/2020,801,34,110,75,175,137,120,122,78,51,43,0,414,369,18,370,24,134,54,28,191,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,12,16,17,23,21,11,0,54,56,0,43,8,41,8,6,4
04/19/2020,458,34,159,7,66,60,66,75,74,50,60,0,207,249,2,142,21,173,55,22,45,0,0,0,3,7,7,5,12,0,10,24,0,13,2,13,4,2,0,2,13,8,16,36,29,29,26,0,70,88,1,56,7,61,23,9,3
10/14/2020,851,3,38,75,246,215,136,90,62,19,8,0,458,390,3,334,18,131,180,31,157,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,2,0,0,1,3,2,4,9,5,9,5,0,20,18,0,8,0,13,11,1,5
10/26/2020,1540,8,87,193,405,302,256,181,116,66,21,0,781,755,4,523,46,252,311,68,340,0,0,0,0,0,0,2,6,0,4,4,0,4,0,0,4,0,0,0,5,9,6,18,17,18,14,0,35,52,0,26,3,26,22,2,8
06/08/2020,274,15,40,21,63,48,49,41,24,15,13,0,138,133,3,137,3,45,30,9,50,0,0,1,1,2,2,3,6,0,6,9,0,5,1,5,3,1,0,1,7,2,7,8,5,4,6,0,21,19,0,13,2,14,8,3,0
11/23/2020,2381,19,135,275,544,492,362,350,203,100,55,0,1260,1113,8,852,61,385,422,110,551,0,0,1,1,2,2,5,8,0,11,8,0,8,0,7,4,0,0,3,11,10,13,19,30,19,30,0,68,67,0,41,5,54,23,4,8
06/13/2020,121,18,25,13,26,19,14,22,14,7,6,0,67,54,0,48,0,22,14,8,29,0,0,0,0,3,5,5,5,0,11,7,0,3,1,6,8,0,0,1,3,1,7,2,5,1,5,0,15,10,0,10,0,9,5,1,0
04/27/2021,564,5,52,101,144,112,78,63,41,14,11,0,288,274,2,137,16,216,71,29,95,0,0,0,1,1,1,1,1,0,2,3,0,2,0,3,0,0,0,1,4,8,6,12,10,5,6,0,29,23,0,7,1,35,6,2,1
02/05/2021,405,8,48,49,101,73,53,54,36,22,17,0,206,197,2,105,20,67,84,25,104,0,0,1,0,1,3,0,3,0,4,4,0,3,0,4,1,0,0,1,4,5,6,5,8,9,10,0,28,20,0,13,2,23,9,1,0
10/22/2020,1307,4,71,146,332,308,214,136,92,53,26,0,680,621,6,494,22,177,289,51,274,0,0,1,1,0,0,2,0,0,2,2,0,1,0,1,2,0,0,0,7,6,9,15,8,10,16,0,46,25,0,28,1,21,13,6,2
07/28/2020,332,3,19,36,87,75,66,33,19,9,7,0,185,145,2,153,11,73,46,9,40,0,0,0,1,0,0,1,1,0,1,2,0,0,0,2,1,0,0,1,3,7,3,2,1,1,1,0,14,5,0,9,0,7,2,0,1
12/13/2020,610,22,74,53,130,128,92,84,59,37,27,0,327,282,1,122,31,98,143,35,181,0,1,0,1,2,5,9,4,0,5,17,0,5,1,10,6,0,0,3,7,2,8,8,16,11,19,0,38,36,0,22,3,32,14,3,0
01/30/2021,420,11,34,76,84,78,52,54,44,21,11,0,221,197,2,138,17,73,92,19,81,0,1,0,0,2,3,3,2,0,1,10,0,6,0,3,2,0,0,0,2,3,4,3,9,8,5,0,12,22,0,12,0,12,7,0,3
02/12/2021,357,13,37,42,106,68,48,25,40,20,8,0,168,189,0,84,14,61,100,30,68,0,0,1,2,2,2,3,3,0,5,8,0,3,0,4,6,0,0,1,5,2,4,7,9,7,2,0,19,18,0,5,2,16,8,3,3
07/10/2020,345,6,30,35,120,74,51,24,18,18,5,0,168,175,2,101,6,99,65,12,62,0,0,0,0,2,1,2,1,0,1,5,0,3,0,2,1,0,0,0,3,3,0,5,3,12,4,0,14,16,0,6,0,18,6,0,0
12/10/2020,1703,19,125,226,364,329,281,230,162,63,48,0,903,789,11,640,43,251,274,78,417,0,0,0,1,2,5,3,8,0,4,15,0,8,2,4,5,0,0,5,12,14,14,20,21,20,19,0,65,60,0,30,2,51,31,3,8
03/21/2021,220,4,51,28,68,42,29,24,17,8,4,0,101,119,0,41,10,50,73,11,35,0,0,0,0,0,1,0,3,0,2,2,0,1,1,0,2,0,0,1,6,7,4,8,9,9,7,0,31,20,0,10,1,24,14,1,1
04/18/2020,534,39,163,12,89,101,96,90,81,44,21,0,244,285,5,180,18,159,61,21,95,0,0,0,3,4,8,12,12,0,20,19,0,12,5,20,2,0,0,1,7,18,19,36,39,27,16,0,62,101,0,53,4,73,22,9,2
03/10/2020,11,0,8,1,2,3,2,0,0,2,1,0,8,3,0,0,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,4,4,0,0,0,5,1,2,0
10/17/2020,548,5,49,70,140,115,95,58,45,15,10,0,275,273,0,222,14,72,127,23,90,0,0,0,1,0,1,0,3,0,2,3,0,3,0,2,0,0,0,2,7,4,6,5,9,8,8,0,34,15,0,15,2,18,9,1,4
04/04/2020,327,22,160,2,34,39,61,70,63,33,25,0,153,174,0,69,15,143,43,18,39,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,4,11,22,33,45,24,21,0,78,82,0,39,10,78,23,7,3
07/15/2020,268,7,24,30,84,51,33,34,18,12,6,0,150,118,0,97,4,84,41,11,31,0,0,0,0,2,2,1,2,0,3,4,0,1,0,6,0,0,0,0,5,2,2,3,4,4,4,0,14,10,0,9,0,9,5,1,0
09/09/2020,401,5,21,41,133,74,54,46,37,11,5,0,218,183,0,197,12,57,87,9,39,0,0,0,0,1,1,2,1,0,4,1,0,5,0,0,0,0,0,0,1,0,5,4,3,6,2,0,11,10,0,8,1,6,4,1,1
05/11/2020,1017,38,128,62,206,197,192,142,118,69,31,0,512,492,13,530,14,163,84,29,197,0,0,1,3,6,3,6,19,0,14,24,0,16,0,15,7,0,0,5,5,10,17,24,26,28,13,0,51,76,1,51,3,41,22,7,4
02/16/2021,213,5,32,24,65,30,43,22,17,8,4,0,113,99,1,41,7,37,68,12,48,0,0,0,0,0,1,3,1,0,1,4,0,2,0,2,1,0,0,0,3,2,4,6,7,5,5,0,24,8,0,7,0,17,7,1,0
