Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
10/11/2020,300,4,34,22,93,59,43,37,30,9,7,0,126,173,1,87,7,49,100,11,46,0,0,0,0,1,1,0,2,0,0,4,0,2,0,1,1,0,0,0,2,3,7,4,6,6,6,0,16,18,0,9,1,9,9,1,5
06/07/2021,101,7,,20,20,12,16,15,11,5,2,0,52,49,0,21,3,31,17,2,27,0,0,0,1,2,2,1,1,0,3,4,0,4,0,3,0,0,0,,,,,,,,,,,,,,,,,,
04/02/2021,674,2,60,83,200,139,108,82,38,17,7,0,349,324,1,170,31,130,181,31,131,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,2,4,5,12,10,12,10,5,0,28,32,0,16,1,30,12,1,0
04/02/2020,437,15,172,2,59,69,85,91,58,40,33,0,211,225,1,88,12,226,56,18,37,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,33,36,30,21,0,72,100,0,39,4,96,21,10,2
04/08/2021,852,6,63,146,240,188,121,86,52,11,7,1,452,389,11,221,26,212,208,41,144,0,0,0,2,0,0,2,2,0,3,3,0,1,0,3,1,0,1,2,3,8,6,19,18,5,2,0,29,34,0,13,2,34,6,3,5
03/29/2021,730,3,43,97,240,136,93,91,45,18,10,0,386,341,3,165,24,164,204,27,146,0,0,0,0,1,1,1,0,0,0,3,0,1,0,1,1,0,0,2,5,6,5,11,7,2,5,0,25,18,0,6,1,22,10,1,3
11/24/2020,1926,16,127,239,445,364,325,252,163,85,52,1,1015,899,12,596,52,319,348,100,511,0,0,0,1,1,3,8,3,0,2,14,0,3,0,8,5,0,0,2,6,8,12,24,32,17,26,0,60,67,0,38,6,48,28,2,5
12/23/2020,1221,21,100,140,287,222,193,167,118,62,32,0,633,582,6,432,50,211,225,53,250,0,0,0,2,2,5,5,7,0,6,15,0,8,1,5,7,0,0,1,6,5,6,15,21,25,21,0,49,51,0,26,7,36,27,3,1
05/07/2021,364,11,34,67,92,68,63,41,17,9,7,0,195,168,1,94,12,124,37,10,87,0,0,0,2,1,4,2,2,0,4,7,0,2,0,8,1,0,0,1,2,5,3,9,4,4,6,0,20,14,0,5,1,18,7,1,2
07/25/2020,156,8,22,29,34,33,25,16,7,9,3,0,79,77,0,59,7,32,31,8,19,0,0,0,1,1,3,1,2,0,4,4,0,2,0,3,3,0,0,0,0,3,5,2,6,3,3,0,12,10,0,3,0,11,5,1,2
05/16/2021,153,9,34,23,33,30,21,17,14,8,7,0,85,67,1,32,2,60,24,6,29,0,0,1,1,0,2,3,2,0,3,6,0,6,2,1,0,0,0,1,3,10,5,2,7,3,3,0,21,13,0,5,0,20,4,1,4
02/22/2021,391,7,30,54,90,84,58,54,32,11,8,0,199,192,0,140,12,62,88,19,70,0,0,0,2,2,1,1,1,0,3,4,0,3,0,4,0,0,0,0,1,2,4,4,9,1,9,0,11,19,0,10,0,11,9,0,0
04/22/2020,1054,45,150,33,170,169,168,205,150,65,94,0,518,479,57,431,24,229,102,44,224,0,0,3,2,5,15,8,12,0,20,25,0,8,0,27,9,1,0,1,5,10,29,24,35,20,26,0,69,80,1,47,4,62,25,11,1
09/07/2020,72,1,21,4,19,17,5,10,11,3,3,0,39,33,0,22,0,23,15,3,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,6,2,2,6,1,1,0,12,9,0,9,0,6,3,0,3
11/22/2020,781,15,108,62,201,159,141,88,76,34,20,0,386,394,1,166,26,119,245,47,178,0,0,0,2,1,4,4,4,0,8,7,0,6,0,3,6,0,0,2,8,10,16,10,26,25,11,0,51,57,0,29,4,44,18,8,5
04/28/2020,1321,56,179,68,244,232,253,248,156,68,52,0,618,673,30,579,17,243,111,84,287,0,0,0,3,5,9,10,29,0,23,33,0,13,5,26,12,0,0,2,10,18,22,42,28,30,27,0,73,106,0,64,6,64,30,15,0
06/06/2021,57,6,,10,17,8,8,6,4,3,1,0,32,25,0,9,0,21,11,2,14,0,0,0,2,1,1,2,0,0,4,2,0,2,1,3,0,0,0,,,,,,,,,,,,,,,,,,
04/01/2020,462,24,183,3,57,69,87,85,91,41,29,0,243,215,4,99,19,223,63,16,42,0,0,1,1,1,7,6,8,0,12,12,0,3,1,20,0,0,0,1,4,13,26,40,43,31,25,0,78,105,0,39,5,101,26,8,4
03/26/2020,413,2,136,2,65,74,78,96,53,36,9,0,181,231,1,78,12,197,91,13,22,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,24,25,29,28,12,0,59,77,0,27,1,83,20,4,1
01/27/2021,658,13,49,75,146,131,102,93,61,33,17,0,339,317,2,179,25,124,137,35,158,0,0,0,0,0,3,3,7,0,3,10,0,2,1,7,3,0,0,0,4,4,4,6,7,16,8,0,28,21,0,12,1,16,14,2,4
04/30/2020,1269,40,168,57,230,221,227,187,150,95,102,0,619,626,24,544,23,210,146,49,297,0,0,3,0,4,8,11,14,0,17,23,0,13,1,18,8,0,0,1,11,15,13,33,40,26,29,0,75,92,1,59,8,55,31,11,4
03/08/2020,3,0,9,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,2,0,3,6,0,2,0,5,2,0,0
11/25/2020,1829,17,118,260,432,353,255,234,165,84,45,1,964,856,9,554,37,299,322,94,523,0,0,1,1,0,3,6,6,0,4,13,0,8,0,4,5,0,0,2,8,12,10,22,27,18,19,0,62,56,0,40,5,34,27,7,5
10/23/2020,1018,4,73,126,253,188,174,133,90,37,16,1,544,467,7,268,25,191,265,41,228,0,0,0,0,0,0,0,4,0,3,1,0,2,0,1,1,0,0,3,7,10,5,13,17,13,5,0,39,34,0,19,2,23,20,0,9
04/21/2021,654,7,68,110,161,133,105,63,44,19,19,0,346,308,0,140,28,209,119,24,134,0,1,0,1,1,2,2,0,0,2,5,0,2,0,2,2,1,0,2,8,6,8,14,16,6,8,0,37,31,0,10,4,42,8,3,1
03/31/2020,490,16,163,5,57,104,97,92,69,39,27,0,261,229,0,107,16,220,83,16,48,0,0,0,4,1,0,5,6,0,6,10,0,2,0,14,0,0,0,2,7,16,25,33,31,28,21,0,73,90,0,30,3,101,18,7,4
09/14/2020,430,3,20,62,108,91,66,59,27,9,8,0,226,203,1,191,9,62,89,8,71,0,0,0,0,1,0,1,1,0,1,2,0,3,0,0,0,0,0,2,3,2,3,3,3,2,2,0,8,12,0,7,0,8,5,0,0
10/30/2020,1874,4,97,233,476,384,289,241,151,65,35,0,954,915,5,682,33,262,351,90,456,0,0,0,0,2,1,1,0,0,2,2,0,0,0,3,1,0,0,3,8,15,8,9,13,18,23,0,51,46,0,26,2,36,22,5,6
12/26/2020,958,19,82,93,236,181,155,139,90,41,23,0,509,446,3,346,26,138,207,61,180,0,0,0,1,0,3,9,6,0,8,11,0,5,0,6,8,0,0,2,10,6,7,13,18,16,10,0,42,40,0,25,1,34,12,7,3
06/21/2020,48,11,18,4,16,11,3,7,2,4,1,0,28,19,1,16,1,11,6,3,11,0,0,1,0,1,3,3,3,0,6,5,0,4,0,3,4,0,0,1,2,2,1,3,3,5,1,0,13,5,0,8,0,7,2,1,0
08/23/2020,129,1,27,10,42,17,23,15,12,8,2,0,71,58,0,38,2,27,42,6,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,5,5,3,4,3,0,10,17,0,10,0,7,7,2,1
08/01/2020,141,5,23,7,45,27,17,25,11,6,3,0,69,72,0,49,0,32,31,6,23,0,0,0,0,1,0,2,2,0,3,2,0,2,0,2,1,0,0,0,4,2,6,5,0,4,2,0,11,12,0,10,0,10,2,0,1
03/19/2021,433,2,33,64,140,105,48,37,21,12,6,0,215,217,1,110,25,85,113,23,77,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,1,4,3,3,4,7,6,5,0,18,15,0,11,0,15,5,0,2
01/21/2021,815,9,74,97,189,159,122,118,76,36,18,0,414,397,4,283,24,158,153,48,149,0,0,1,1,0,2,2,3,0,5,4,0,2,0,5,2,0,0,3,5,7,5,12,17,20,5,0,38,36,0,19,2,33,12,3,5
12/04/2020,1851,32,108,240,407,341,305,273,157,85,43,0,935,907,9,588,58,283,314,93,515,0,0,1,1,4,4,7,15,0,14,18,0,16,1,6,9,0,0,4,6,16,11,21,21,16,13,0,51,57,0,28,4,47,18,8,3
01/05/2021,1599,16,93,169,472,298,240,184,133,65,37,1,808,788,3,520,47,236,339,95,362,0,0,0,1,2,3,6,4,0,3,13,0,5,1,5,5,0,0,0,10,5,5,13,24,19,17,0,48,45,0,18,6,31,30,5,3
02/28/2021,149,3,17,16,34,34,22,17,19,5,2,0,68,79,2,25,11,29,42,6,36,0,0,0,0,0,1,1,1,0,0,3,0,1,0,2,0,0,0,0,1,3,0,0,9,0,4,0,11,6,0,3,0,8,4,0,2
08/21/2020,431,5,21,60,139,89,46,54,29,11,3,0,243,186,2,220,17,55,82,16,41,0,0,0,1,1,1,1,1,0,3,2,0,4,0,0,1,0,0,1,0,1,3,6,3,3,4,0,11,10,0,11,0,6,2,2,0
12/30/2020,1448,23,77,192,371,275,198,200,138,52,22,0,761,674,13,481,32,230,274,73,358,0,0,0,4,6,4,5,4,0,5,18,0,13,1,5,3,1,0,3,2,6,7,13,17,18,11,0,38,39,0,24,2,25,16,5,5
02/21/2021,157,8,24,16,42,31,27,22,10,5,4,0,86,71,0,26,3,31,58,10,29,0,1,0,1,0,1,3,2,0,3,5,0,2,0,1,3,2,0,1,5,4,2,4,1,5,2,0,13,11,0,3,1,11,6,0,3
11/01/2020,734,6,75,77,184,152,114,96,53,36,22,0,393,340,1,179,33,100,205,37,180,0,0,0,0,0,3,1,2,0,3,3,0,2,0,3,1,0,0,2,7,3,6,8,14,20,15,0,34,41,0,26,1,28,15,3,2
02/07/2021,211,8,43,23,47,46,30,31,14,13,7,0,110,99,2,54,8,38,59,15,37,0,0,0,0,1,1,4,2,0,3,5,0,1,1,4,2,0,0,1,6,5,3,8,7,7,6,0,22,21,0,8,1,15,12,1,6
08/06/2020,349,4,22,38,113,73,52,31,22,11,9,0,179,169,1,138,6,83,78,14,30,0,0,0,0,0,2,1,1,0,3,1,0,1,1,1,1,0,0,1,6,1,1,6,2,1,4,0,12,10,0,5,0,10,6,1,0
09/18/2020,358,4,30,41,102,74,45,45,34,8,9,0,163,194,1,147,14,46,80,18,53,0,0,0,0,0,0,1,3,0,2,2,0,1,0,2,1,0,0,0,4,0,1,3,5,8,9,0,16,13,1,4,0,12,12,0,2
07/30/2020,341,3,18,49,78,80,49,49,25,7,4,0,174,166,1,155,11,73,59,6,37,0,0,0,1,0,0,1,1,0,2,1,0,2,0,1,0,0,0,2,1,2,2,3,2,4,2,0,11,7,0,7,1,6,3,1,0
04/01/2021,716,2,48,90,231,166,88,71,41,25,4,0,368,347,1,150,28,162,200,38,138,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,7,4,6,9,10,9,3,0,26,22,0,8,0,27,9,0,4
10/04/2020,152,5,28,19,34,26,20,25,13,12,3,0,63,89,0,38,6,25,45,6,32,0,0,0,0,0,0,1,4,0,3,2,0,1,0,1,3,0,0,0,2,4,2,3,6,10,1,0,14,14,0,3,0,16,6,1,2
03/28/2020,248,4,133,2,27,54,36,44,38,28,19,0,138,110,0,37,5,134,42,10,20,0,0,0,0,2,0,1,1,0,1,3,0,1,0,2,1,0,0,1,5,11,18,33,21,22,22,0,71,62,0,22,3,86,15,6,1
10/27/2020,1629,4,95,202,455,341,252,179,116,53,31,0,840,783,6,626,37,231,330,91,314,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,4,11,12,23,21,10,10,0,53,42,0,25,3,38,22,3,4
06/27/2020,129,5,15,11,41,21,23,13,10,7,3,0,64,65,0,45,2,34,21,4,23,0,0,0,0,0,1,2,2,0,4,1,0,1,0,3,1,0,0,1,4,0,2,1,4,0,3,0,9,6,0,6,0,6,1,1,1
06/16/2020,211,11,24,18,59,37,32,32,21,3,9,0,118,92,1,75,5,52,21,5,53,0,1,0,2,3,1,2,2,0,5,6,0,9,0,1,1,0,0,1,4,2,3,3,5,2,4,0,16,8,0,7,1,12,3,0,1
06/18/2020,184,14,30,24,43,34,30,29,9,5,10,0,93,87,4,81,3,31,26,4,39,0,0,1,1,0,5,4,3,0,7,7,0,6,0,7,1,0,0,2,2,5,3,1,4,6,7,0,16,14,0,11,0,9,10,0,0
12/01/2020,2186,35,141,271,509,427,340,271,200,109,59,0,1165,1014,7,744,61,336,364,87,594,0,0,0,4,5,11,9,6,0,20,15,0,12,1,15,7,0,0,7,7,11,14,21,32,28,21,0,72,69,0,51,1,52,24,5,8
04/06/2020,581,22,203,5,78,95,102,110,94,56,41,0,299,272,10,137,22,232,99,27,64,0,0,0,2,5,1,8,6,0,9,13,0,3,0,16,3,0,0,0,6,22,16,42,59,31,27,0,109,93,1,45,10,113,22,10,3
06/12/2020,248,21,26,32,61,42,46,27,21,8,11,0,141,103,4,128,2,41,24,6,47,0,0,1,0,3,7,7,3,0,9,12,0,11,0,7,3,0,0,1,2,1,2,5,7,6,2,0,12,14,0,11,0,10,4,0,1
04/07/2021,834,3,57,135,246,185,113,79,45,15,16,0,435,395,4,185,29,186,208,34,192,0,0,0,0,1,0,1,1,0,2,1,0,2,0,0,1,0,0,4,3,4,6,12,8,8,12,0,32,25,0,12,2,34,5,4,0
05/02/2021,229,14,50,32,47,52,25,28,29,11,5,0,130,97,2,35,8,99,33,18,36,0,0,1,0,4,2,4,3,0,7,7,0,0,0,11,3,0,0,1,5,5,4,11,14,7,3,0,28,22,0,10,3,27,6,2,2
07/31/2020,392,2,24,46,112,82,64,42,31,8,7,0,208,181,3,185,6,78,75,11,37,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,3,5,1,2,6,4,2,0,12,12,0,7,1,12,3,1,0
07/14/2020,324,3,23,46,82,69,49,38,23,15,2,0,184,138,2,138,3,71,64,8,40,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,1,0,0,0,2,3,2,5,6,5,0,0,14,9,0,10,0,10,2,1,0
01/23/2021,579,9,59,69,119,133,86,79,53,27,13,0,299,279,1,186,28,91,131,31,112,0,0,0,0,1,2,2,4,0,2,7,0,2,1,4,2,0,0,0,4,10,3,2,12,17,11,0,29,30,0,19,2,26,7,4,1
05/24/2021,210,4,30,39,48,40,31,24,15,10,3,0,109,101,0,43,5,83,27,8,44,0,0,1,2,1,0,0,0,0,2,2,0,2,0,2,0,0,0,1,4,1,4,6,7,6,1,0,17,13,0,6,2,15,4,0,3
10/19/2020,1167,4,59,151,275,251,162,169,96,43,20,0,597,568,2,428,25,200,249,50,215,0,0,0,0,0,3,1,0,0,1,3,0,1,0,2,1,0,0,2,4,1,8,15,11,10,8,0,29,30,0,13,1,20,19,3,3
03/23/2021,562,5,44,66,189,120,73,67,28,11,8,0,276,284,2,115,23,86,180,33,125,0,0,0,0,0,2,3,0,0,2,3,0,2,1,2,0,0,0,1,3,7,7,3,17,2,4,0,21,23,0,8,0,23,11,2,0
08/11/2020,384,4,27,47,103,73,66,48,37,7,3,0,184,198,2,164,5,76,79,16,44,0,0,0,0,1,0,1,2,0,1,3,0,1,1,2,0,0,0,1,0,3,1,4,10,4,4,0,17,9,1,4,0,10,11,1,1
04/23/2020,1465,36,164,32,194,205,222,240,244,161,167,0,733,646,86,477,21,371,178,70,348,0,1,1,4,3,9,8,10,0,9,27,0,13,2,14,7,0,0,1,6,13,22,26,39,30,27,0,75,87,2,60,6,57,28,11,2
05/18/2021,281,5,32,68,61,46,36,35,20,8,7,0,160,121,0,52,4,112,45,6,62,0,0,0,0,1,1,3,0,0,3,2,0,3,0,1,1,0,0,2,2,5,4,5,9,2,3,0,16,16,0,4,0,22,3,0,3
03/07/2021,173,4,13,16,43,39,32,24,11,5,3,0,84,88,1,42,15,28,55,13,20,0,0,0,0,1,1,0,2,0,2,2,0,0,0,2,2,0,0,1,0,2,2,2,0,3,3,0,7,6,0,8,1,2,1,1,0
08/28/2020,382,4,26,66,109,61,50,47,29,15,5,0,184,198,0,164,8,67,79,14,50,0,0,1,0,1,0,2,0,0,4,0,0,2,0,2,0,0,0,1,3,1,8,2,3,4,4,0,14,12,0,9,0,12,3,2,0
06/05/2020,339,17,42,33,76,70,51,51,30,18,10,0,172,166,1,179,4,51,29,12,64,0,0,0,0,3,1,9,4,0,10,7,0,5,0,7,5,0,0,0,6,5,5,8,5,10,3,0,20,22,0,17,0,14,5,2,4
10/07/2020,549,1,38,59,163,118,85,63,34,18,9,0,269,278,2,198,8,69,137,18,119,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,8,6,7,4,6,0,20,18,0,9,0,11,13,1,4
05/29/2020,460,20,54,33,115,70,85,75,42,18,22,0,249,206,5,217,9,99,36,17,82,0,0,0,1,3,5,6,5,0,11,9,0,7,0,10,2,1,0,3,1,5,7,12,9,9,8,0,32,22,0,13,1,26,9,3,2
08/05/2020,378,4,20,44,115,82,54,33,32,14,4,0,184,192,2,172,3,83,71,12,37,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,3,0,2,4,4,3,4,0,11,9,0,5,0,10,4,1,0
07/24/2020,347,3,26,38,104,76,47,39,21,11,11,0,197,148,2,127,12,76,67,12,53,0,0,1,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,3,4,2,5,0,13,13,0,8,1,13,4,0,0
08/02/2020,95,3,22,11,21,29,10,5,12,6,1,0,45,49,1,26,2,28,23,6,10,0,0,0,2,0,0,1,0,0,0,3,0,1,0,1,1,0,0,0,3,9,2,3,2,2,1,0,11,11,0,6,0,9,4,2,1
06/01/2020,235,21,64,21,51,35,33,35,17,17,26,0,137,97,1,88,8,50,36,11,42,0,0,0,1,2,4,4,10,0,12,9,0,6,1,10,4,0,0,2,4,11,7,9,7,11,13,0,29,35,0,19,1,28,11,0,5
03/15/2021,366,6,39,43,107,69,63,30,34,12,8,0,200,166,0,85,25,71,92,26,67,0,0,0,0,0,4,0,2,0,3,3,0,3,0,2,1,0,0,1,3,3,3,5,12,5,7,0,25,14,0,8,3,14,6,5,3
05/20/2020,768,29,93,58,208,131,138,107,72,36,18,0,401,360,7,359,4,146,62,24,173,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0,3,7,4,8,14,21,20,16,0,47,46,0,33,1,39,11,3,6
03/05/2021,290,5,26,47,77,62,38,29,23,8,6,0,149,141,0,69,19,57,80,20,45,0,0,0,0,0,1,1,3,0,3,2,0,1,0,2,2,0,0,1,2,0,3,9,7,1,3,0,14,12,0,5,2,11,7,1,0
05/04/2020,1120,48,126,57,219,222,243,177,109,53,40,0,554,548,18,522,24,176,98,45,255,0,1,0,0,4,10,15,18,0,23,25,0,17,2,20,9,0,0,1,10,8,13,15,27,31,21,0,53,72,1,40,7,48,17,9,5
05/29/2021,86,5,23,17,15,16,15,14,7,1,1,0,40,46,0,22,1,35,7,5,16,0,0,0,1,1,1,0,2,0,2,3,0,0,0,3,2,0,0,1,2,2,1,5,6,3,3,0,14,9,0,3,0,14,5,0,1
02/04/2021,537,9,59,68,138,121,68,64,45,21,12,0,268,266,3,146,19,105,139,26,102,0,0,0,0,1,1,2,5,0,5,4,0,1,1,4,3,0,0,1,4,7,5,13,14,10,5,0,36,23,0,14,2,25,14,1,3
12/12/2020,912,21,89,110,214,177,135,124,89,45,18,0,466,444,2,289,27,136,216,33,211,0,0,0,0,2,5,5,9,0,10,11,0,3,2,9,7,0,0,1,3,6,8,19,18,21,13,0,41,47,1,16,5,42,15,3,8
06/02/2020,245,25,52,14,33,44,45,31,34,18,26,0,116,108,21,84,12,50,19,10,70,0,0,1,0,3,3,4,14,0,12,13,0,15,2,5,3,0,0,1,4,5,4,10,11,12,5,0,25,27,0,21,2,16,10,1,2
10/06/2020,558,2,42,61,175,104,93,71,32,17,5,0,294,263,1,196,13,66,159,25,99,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,3,6,6,7,6,8,4,2,0,18,24,0,14,1,15,9,1,2
03/09/2021,328,5,27,42,106,60,37,39,20,12,12,0,163,164,1,70,14,55,83,33,73,0,0,0,0,3,0,1,1,0,4,1,0,1,0,3,1,0,0,1,1,4,4,6,4,6,1,0,18,9,0,6,1,11,4,2,3
05/19/2021,277,6,37,45,71,64,25,29,32,7,4,0,146,131,0,69,6,115,30,11,46,0,0,0,1,1,0,2,2,0,5,1,0,1,1,2,2,0,0,0,7,6,4,4,10,5,1,0,21,16,0,4,0,29,3,1,0
11/26/2020,264,22,106,22,48,36,39,32,36,31,19,1,133,130,1,48,6,81,41,25,63,0,0,0,1,1,2,9,9,0,11,11,0,10,1,8,3,0,0,2,5,11,15,17,16,25,15,0,59,47,0,36,1,43,14,6,6
04/03/2020,467,24,164,2,71,64,77,94,80,49,30,0,255,212,0,114,24,183,81,17,48,0,0,1,2,2,4,6,9,0,11,13,0,3,0,19,2,0,0,2,7,11,23,27,40,33,21,0,77,86,1,37,4,91,22,6,4
07/13/2020,337,3,34,36,99,69,45,35,31,7,15,0,194,142,1,126,7,90,59,8,47,0,1,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,2,2,4,3,8,5,7,3,0,16,18,0,12,2,11,6,1,2
04/20/2020,988,40,183,24,158,181,212,193,122,56,41,1,476,501,11,406,25,247,116,44,150,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,8,15,31,34,38,26,30,0,76,106,1,65,5,69,30,12,2
04/27/2020,1157,35,172,42,234,201,232,206,125,53,64,0,572,557,28,519,23,206,108,60,241,0,0,0,1,3,4,14,13,0,11,24,0,8,1,19,7,0,0,1,10,10,16,40,37,20,38,0,80,90,2,57,4,71,28,11,1
03/17/2020,96,1,29,0,15,21,18,17,19,2,4,0,37,59,0,7,3,38,40,3,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,2,7,8,3,4,0,8,21,0,4,0,20,5,0,0
02/09/2021,413,7,38,49,112,75,60,52,39,13,13,0,212,196,5,88,16,98,99,17,95,0,0,0,0,2,1,1,3,0,4,3,0,1,1,3,2,0,0,0,2,2,4,11,6,8,5,0,16,22,0,11,0,15,9,3,0
03/24/2020,350,2,122,1,59,67,58,56,61,34,14,0,158,192,0,63,13,156,84,9,25,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1,3,11,14,29,28,22,14,0,50,72,0,23,0,74,18,5,2
